sku,category,hard_elimination_flag,demand_evidence_15,payment_friction_10,compliance_risk_15,logistics_fit_12,after_sales_complexity_15,compatibility_complexity_10,gross_margin_room_10,supply_stability_8,content_cost_5,total_score,p0_decision,notes,last_checked
,,,,,,,,,,,,,,,
