country,sku,contains_battery,contains_wireless_rf,contains_active_electronics,contains_liquid_or_chemical,declared_value,weight_kg,package_size,hs_code_initial,payment_method,local_payment_ready,customs_limit_checked,shipping_method,tax_duty_commitment,return_plan,go_no_go,notes,last_checked
,,,,,,,,,,,,,,,,,,
