review_date,stage,country,sku,orders_paid,orders_delivered,refunds,reships,total_revenue,total_product_cost,total_shipping_cost,total_ad_spend,total_after_sales_cost,gross_margin,top_channel,top_issue,decision,next_action,owner
,,,,,,,,,,,,,,,,,,
