country,partner_name,role,legal_entity_or_person,payment_capability,warehouse_capability,shipping_capability,return_address,customer_service_capability,documents_seen,fee_structure,settlement_cycle,risks,trust_level_1_5,next_action,owner,last_checked
,,,,,,,,,,,,,,,,
